id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria,gasto_imputado
590503,Pablo Perez,Femenino,2026-03-26,308.59,Mixco,Services,False
512489,Pedro Herrera,Femenino,2026-02-06,29.36,Villa Nueva,Services,False
590530,Julio Morales,Masculino,2026-01-17,129.18,Quetzaltenango,Retail,False
598281,Maria Paz,Femenino,2026-03-27,37.49,Mixco,Retail,False
518608,Julio Morales,Masculino,2026-02-19,244.26,Mixco,Food,True
502338,Pedro Herrera,Masculino,2026-03-01,355.66,Escuintla,Services,False
580682,Carlos Mendez,Masculino,2026-02-17,406.33,Villa Nueva,Services,False
570976,Rene Soto,Masculino,2026-01-01,129.27,Guatemala,Services,False
563571,Pedro Herrera,Femenino,2026-01-21,398.55,Amatitlan,Education,False
585750,Isabel Ramirez,Femenino,2026-01-18,106.71,Mixco,Food,False
531264,Diego Ramirez,Masculino,2026-03-08,194.35,Escuintla,Education,False
504953,Paola Herrera,Femenino,2026-03-20,35.14,Guatemala,Education,False
524216,Ana Diaz,Femenino,2026-02-25,222.25,Guatemala,Retail,False
528538,Julio Morales,Masculino,2026-02-15,80.26,Amatitlan,Retail,False
568602,Ana Soto,Masculino,2026-01-01,272.95,Villa Nueva,Food,False
545690,Mario Lopez,Masculino,2026-01-20,27.4,Quetzaltenango,Retail,False
549701,Ana Soto,Femenino,2026-01-07,251.9,Mixco,Retail,False
539586,Luis Garcia,Femenino,2026-03-16,425.58,Quetzaltenango,Services,False
551152,Paola Herrera,Femenino,2026-01-03,209.12,Guatemala,Services,False
597637,Julio Morales,Masculino,2026-03-01,335.47,Antigua,Services,False
592429,Ana Soto,Femenino,2026-03-11,166.72,Amatitlan,Services,False
522108,Jorge Castillo,Masculino,2026-02-26,89.3,Guatemala,Food,False
573579,Oscar Rojas,Masculino,2026-01-27,164.14,Guatemala,Food,False
581605,Carlos Mendez,Femenino,2026-03-03,381.1,Mixco,Services,False
571985,Maria Paz,Femenino,2026-01-18,27.69,Mixco,Food,False
576252,Ana Diaz,Femenino,2026-03-27,170.65,Quetzaltenango,Services,False
545160,Pablo Perez,Femenino,2026-03-06,376.67,Escuintla,Retail,False
528611,Mario Lopez,Masculino,2026-02-06,135.05,Villa Nueva,Food,False
530964,Patricia Soto,Femenino,2026-02-22,307.56,Guatemala,Education,False
504840,Oscar Rojas,Masculino,2026-03-01,303.7,Mixco,Education,False
536721,Monica Lopez,Femenino,2026-03-09,286.56,Guatemala,Services,False
540124,Paola Morales,Femenino,2026-02-22,274.85,Quetzaltenango,Education,False
552827,Jorge Castillo,Masculino,2026-01-11,242.04,Quetzaltenango,Education,False
500127,Julio Morales,Masculino,2026-01-23,448.92,Escuintla,Food,False
550561,Pablo Perez,Femenino,2026-02-15,295.89,Mixco,Education,False
563047,Pedro Herrera,Masculino,2026-02-19,322.73,Escuintla,Services,False
566006,Pedro Herrera,Femenino,2026-02-21,287.65,Villa Nueva,Education,False
588126,Paola Herrera,Femenino,2026-01-17,235.94,Escuintla,Services,False
531240,Julio Morales,Masculino,2026-03-13,94.57,Quetzaltenango,Retail,False
514273,Monica Lopez,Femenino,2026-01-18,406.57,Antigua,Education,False
513963,Oscar Rojas,Masculino,2026-03-27,345.48,Mixco,Education,False
538096,Oscar Rojas,Femenino,2026-02-23,244.26,Escuintla,Food,True
588670,Maria Paz,Masculino,2026-01-28,135.12,Antigua,Retail,False
590677,Luis Garcia,Masculino,2026-02-17,396.07,Amatitlan,Education,False
576379,Luis Garcia,Femenino,2026-03-15,30.84,Quetzaltenango,Retail,False
535426,Jorge Castillo,Masculino,2026-01-21,429.68,Escuintla,Services,False
567800,Diego Ramirez,Masculino,2026-01-13,169.71,Mixco,Education,False
549971,Julio Morales,Masculino,2026-01-24,187.6,Antigua,Food,False
568724,Paola Herrera,Masculino,2026-03-27,35.59,Escuintla,Services,False
506347,Paola Morales,Femenino,2026-03-19,383.12,Guatemala,Retail,False
533739,Oscar Rojas,Masculino,2026-01-27,81.4,Amatitlan,Retail,False
559575,Pablo Perez,No Especificado,2026-02-19,369.17,Antigua,Education,False
523571,Luis Garcia,Femenino,2026-03-15,301.97,Villa Nueva,Retail,False
575516,Maria Paz,Femenino,2026-02-21,379.26,Villa Nueva,Services,False
553118,Maria Paz,Femenino,2026-01-22,386.58,Amatitlan,Education,False
535751,Carlos Mendez,Femenino,2026-02-16,105.56,Quetzaltenango,Services,False
550977,Monica Lopez,Femenino,2026-02-23,384.97,Guatemala,Retail,False
526493,Oscar Rojas,Femenino,2026-02-09,178.37,Guatemala,Education,False
568002,Mario Lopez,Masculino,2026-01-02,322.01,Villa Nueva,Food,False
531504,Mario Lopez,No Especificado,2026-01-01,239.85,Mixco,Services,False
522706,Ana Soto,Femenino,2026-02-22,384.44,Guatemala,Food,False
575671,Julio Morales,Masculino,2026-03-19,235.6,Guatemala,Retail,False
558146,Ana Soto,Femenino,2026-01-05,430.11,Guatemala,Education,False
552395,Ana Mejia,Femenino,2026-02-26,169.75,Antigua,Food,False
542867,Monica Lopez,Femenino,2026-03-03,206.18,Quetzaltenango,Food,False
517284,Ana Soto,Masculino,2026-02-22,47.78,Antigua,Retail,False
534713,Ana Soto,Femenino,2026-01-18,394.94,Antigua,Food,False
554846,Monica Lopez,Femenino,2026-02-08,375.93,Villa Nueva,Education,False
520607,Carlos Mendez,Masculino,2026-03-20,323.71,Escuintla,Food,False
506068,Ana Soto,Femenino,2026-03-14,251.9,Amatitlan,Retail,True
570059,Isabel Ramirez,Femenino,2026-03-09,321.34,Antigua,Food,False
555749,Pedro Herrera,Masculino,2026-01-25,118.25,Quetzaltenango,Retail,False
543752,Monica Lopez,Femenino,2026-03-24,286.3,Mixco,Retail,False
544063,Mario Lopez,Masculino,2026-03-01,154.89,Amatitlan,Education,False
511854,Ana Mejia,Femenino,2026-01-15,244.26,Guatemala,Food,True
573686,Jorge Castillo,Masculino,2026-03-06,212.05,Guatemala,Food,False
555887,Carlos Mendez,Masculino,2026-03-11,265.83,Mixco,Education,False
560943,Maria Paz,Femenino,2026-01-12,4031.22,Guatemala,Services,False
547018,Pablo Perez,Femenino,2026-03-16,221.9,Quetzaltenango,Education,True
513663,Patricia Soto,Femenino,2026-02-06,100.42,Villa Nueva,Food,False
597619,Patricia Soto,Masculino,2026-02-27,427.9,Mixco,Education,False
539613,Jorge Castillo,Masculino,2026-03-04,20.33,Villa Nueva,Education,False
500924,Carlos Mendez,Masculino,2026-01-01,387.18,Escuintla,Food,False
567286,Lucia Perez,Masculino,2026-01-18,36.16,Antigua,Retail,False
549805,Ana Diaz,Femenino,2026-01-11,142.62,Amatitlan,Education,False
508152,Luis Garcia,Masculino,2026-03-08,199.09,Antigua,Education,False
568782,Lucia Perez,Femenino,2026-03-19,298.1,Guatemala,Education,False
590351,Ana Mejia,Femenino,2026-02-05,251.9,Guatemala,Retail,True
552204,Patricia Soto,Masculino,2026-03-01,308.98,Villa Nueva,Retail,False
586090,Pedro Herrera,Masculino,2026-03-06,213.24,Villa Nueva,Retail,False
542982,Carlos Mendez,Masculino,2026-01-26,267.66,Guatemala,Services,False
522964,Luis Garcia,Masculino,2026-03-28,159.31,Antigua,Education,False
567803,Monica Lopez,Femenino,2026-02-15,36.08,Quetzaltenango,Education,False
513031,Lucia Perez,Femenino,2026-02-24,244.32,Mixco,Food,False
550992,Ana Soto,Femenino,2026-02-08,85.84,Amatitlan,Food,False
572828,Mario Lopez,Masculino,2026-02-07,416.4,Quetzaltenango,Education,False
523896,Mario Lopez,Femenino,2026-03-04,67.61,Villa Nueva,Food,False
576181,Luis Garcia,Masculino,2026-01-02,422.39,Villa Nueva,Retail,False
544326,Pedro Herrera,Masculino,2026-03-20,361.45,Amatitlan,Retail,False
594405,Oscar Rojas,Masculino,2026-01-02,191.87,Villa Nueva,Services,False
563739,Monica Lopez,Masculino,2026-02-13,359.77,Amatitlan,Education,False
563629,Paola Morales,Femenino,2026-03-26,77.97,Guatemala,Food,False
583605,Paola Morales,Femenino,2026-02-05,167.84,Antigua,Education,False
511098,Luis Garcia,Femenino,2026-03-19,271.7,Mixco,Retail,False
503442,Oscar Rojas,Femenino,2026-01-10,175.75,Quetzaltenango,Retail,False
514802,Jorge Castillo,Masculino,2026-03-08,34.17,Escuintla,Education,False
581341,Maria Paz,Masculino,2026-02-18,122.5,Escuintla,Education,False
568889,Ana Mejia,Femenino,2026-02-01,147.08,Guatemala,Services,False
578014,Pedro Herrera,Masculino,2026-02-05,373.98,Quetzaltenango,Education,False
502151,Paola Herrera,Femenino,2026-03-09,251.9,Guatemala,Retail,True
517233,Lucia Perez,Femenino,2026-01-07,95.72,Villa Nueva,Education,False
504910,Ana Mejia,Femenino,2026-01-26,78.96,Antigua,Food,False
545091,Ana Diaz,Masculino,2026-01-07,244.26,Guatemala,Food,True
575079,Diego Ramirez,Masculino,2026-02-18,4224.04,Antigua,Food,False
544388,Oscar Rojas,Masculino,2026-02-11,289.72,Amatitlan,Retail,False
560238,Rene Soto,Masculino,2026-03-20,237.96,Mixco,Education,False
554864,Maria Paz,Femenino,2026-01-03,437.61,Antigua,No Especificado,False
540597,Isabel Ramirez,Femenino,2026-01-17,336.98,Mixco,Retail,False
582606,Patricia Soto,Femenino,2026-02-04,206.68,Villa Nueva,Food,False
534643,Maria Paz,Femenino,2026-02-14,240.08,Escuintla,Retail,False
525850,Ana Soto,Femenino,2026-02-09,148.9,Amatitlan,Retail,False
549592,Lucia Perez,Masculino,2026-01-21,93.35,Villa Nueva,Services,False
539955,Lucia Perez,Masculino,2026-01-23,373.48,Mixco,Education,False
506537,Oscar Rojas,Masculino,2026-03-11,225.35,Antigua,Food,False
577386,Paola Herrera,Femenino,2026-01-02,150.62,Mixco,Food,False
535033,Isabel Ramirez,Femenino,2026-01-05,303.71,Escuintla,Food,False
599296,Paola Herrera,Femenino,2026-03-01,390.73,Mixco,Services,False
518461,Ana Diaz,Femenino,2026-02-02,221.9,Guatemala,Education,True
556565,Pedro Herrera,Femenino,2026-01-02,370.24,Quetzaltenango,Food,False
514579,Isabel Ramirez,Femenino,2026-03-18,377.03,Villa Nueva,Education,False
563936,Patricia Soto,Femenino,2026-03-13,448.49,Quetzaltenango,Food,False
505712,Diego Ramirez,Masculino,2026-01-09,39.42,Escuintla,Services,False
506633,Oscar Rojas,Masculino,2026-02-20,244.26,Quetzaltenango,Food,True
579986,Lucia Perez,Femenino,2026-02-03,245.8,Amatitlan,Services,False
529166,Ana Mejia,Masculino,2026-03-01,130.63,Mixco,Retail,False
573463,Carlos Mendez,Femenino,2026-02-25,315.31,Escuintla,Education,False
520653,Paola Morales,Femenino,2026-02-22,331.41,Mixco,Retail,False
563042,Maria Paz,Femenino,2026-02-27,358.69,Amatitlan,Education,False
515323,Julio Morales,Masculino,2026-01-28,152.64,Antigua,Retail,False
544964,Pablo Perez,Femenino,2026-02-25,312.03,Amatitlan,Services,False
598574,Ana Diaz,Femenino,2026-03-18,279.32,Mixco,Services,False
520381,Lucia Perez,Femenino,2026-01-24,133.04,Escuintla,Food,False
545343,Mario Lopez,Masculino,2026-02-03,144.19,Antigua,Food,False
511589,Patricia Soto,Femenino,2026-01-18,114.9,Antigua,Food,False
563300,Lucia Perez,Masculino,2026-03-07,113.69,Amatitlan,Food,False
533192,Oscar Rojas,Femenino,2026-02-07,105.21,Amatitlan,Education,False
502729,Rene Soto,Femenino,2026-03-02,372.73,Amatitlan,Food,False
512816,Ana Diaz,Femenino,2026-01-01,74.99,Mixco,Retail,False
536042,Jorge Castillo,Masculino,2026-03-06,6693.04,Escuintla,Retail,False
536777,Patricia Soto,Masculino,2026-02-23,223.66,Escuintla,Food,False
563932,Ana Mejia,Femenino,2026-03-17,445.83,Quetzaltenango,Services,False
538854,Maria Paz,Femenino,2026-01-14,315.77,Antigua,Services,False
563648,Pablo Perez,Masculino,2026-03-25,251.9,Escuintla,Retail,True
521994,Ana Soto,Femenino,2026-03-19,76.89,Guatemala,Education,False
534377,Oscar Rojas,Masculino,2026-03-18,40.87,Quetzaltenango,Retail,False
593632,Ana Diaz,Femenino,2026-02-15,421.73,Quetzaltenango,Retail,False
548375,Jorge Castillo,Femenino,2026-01-27,142.3,Antigua,Retail,False
549897,Jorge Castillo,Masculino,2026-03-01,231.07,Antigua,Services,False
507327,Pedro Herrera,Masculino,2026-03-19,424.51,Mixco,Retail,False
547964,Oscar Rojas,Masculino,2026-01-03,182.09,Amatitlan,Retail,False
568201,Lucia Perez,Femenino,2026-02-04,442.69,Quetzaltenango,Services,False
570196,Pablo Perez,Masculino,2026-01-01,305.77,Amatitlan,Education,False
507902,Jorge Castillo,Femenino,2026-02-16,175.47,Guatemala,Food,False
584345,Lucia Perez,Femenino,2026-02-01,257.3,Villa Nueva,Education,False
537111,Luis Garcia,No Especificado,2026-02-08,228.2,Mixco,Food,False
530756,Julio Morales,Masculino,2026-03-19,412.94,Mixco,Education,False
506229,Maria Paz,No Especificado,2026-02-25,47.59,Villa Nueva,Retail,False
594036,Pedro Herrera,Masculino,2026-02-20,189.01,Escuintla,Retail,False
540023,Lucia Perez,Femenino,2026-02-12,243.85,Mixco,Food,False
509549,Rene Soto,Masculino,2026-03-05,261.12,Guatemala,Services,False
583842,Rene Soto,Masculino,2026-01-16,177.32,Mixco,Education,False
568790,Maria Paz,Femenino,2026-03-06,358.25,Amatitlan,Services,False
518006,Ana Mejia,Femenino,2026-03-22,55.13,Villa Nueva,Food,False
523025,Maria Paz,Masculino,2026-02-18,8322.62,Antigua,Retail,False
544950,Ana Diaz,Masculino,2026-03-28,415.47,Mixco,Retail,False
505108,Ana Soto,Femenino,2026-02-20,270.84,Antigua,Food,False
599748,Ana Mejia,Femenino,2026-02-21,443.59,Escuintla,Education,False
586731,Jorge Castillo,Femenino,2026-02-23,152.86,Escuintla,Retail,False
599853,Julio Morales,Masculino,2026-01-05,221.9,Mixco,Education,False
505994,Luis Garcia,Masculino,2026-02-28,194.24,Guatemala,Services,False
565666,Paola Herrera,Femenino,2026-01-23,213.69,Amatitlan,Food,False
515270,Rene Soto,Masculino,2026-02-08,312.5,Antigua,Education,False
598384,Carlos Mendez,Masculino,2026-03-24,169.08,Mixco,Food,False
508321,Ana Soto,Femenino,2026-02-13,184.03,Mixco,Food,False
529250,Pedro Herrera,Masculino,2026-03-16,229.02,Villa Nueva,Retail,False
566213,Pablo Perez,Femenino,2026-03-15,156.85,Villa Nueva,Education,False
541537,Ana Diaz,Femenino,2026-01-21,166.29,Amatitlan,Retail,False
581878,Maria Paz,Femenino,2026-02-14,173.3,Amatitlan,Food,False
564919,Ana Diaz,Femenino,2026-02-24,315.21,Quetzaltenango,Education,False
561087,Carlos Mendez,Femenino,2026-02-24,379.54,Mixco,Food,False
561293,Isabel Ramirez,Femenino,2026-02-13,5601.06,Villa Nueva,Education,False
580350,Julio Morales,Masculino,2026-02-14,392.01,Escuintla,Services,False
512017,Paola Morales,Masculino,2026-01-18,221.9,Escuintla,Education,True
582840,Oscar Rojas,Masculino,2026-03-20,353.4,Amatitlan,Services,False
580659,Ana Diaz,Masculino,2026-03-24,27.2,Quetzaltenango,Services,False
513043,Jorge Castillo,Masculino,2026-02-27,246.3,Amatitlan,Services,False
519660,Rene Soto,Masculino,2026-01-15,43.76,Antigua,Food,False
567419,Ana Diaz,Femenino,2026-03-02,35.35,Escuintla,Services,False
557352,Rene Soto,Masculino,2026-02-08,161.88,Amatitlan,Services,False
535611,Rene Soto,Masculino,2026-03-23,446.9,Quetzaltenango,Food,False
596721,Paola Herrera,Femenino,2026-01-10,440.16,Antigua,Food,False
585510,Julio Morales,Masculino,2026-03-26,144.59,Guatemala,Food,False
562606,Monica Lopez,Femenino,2026-01-16,426.54,Antigua,Education,False
596107,Maria Paz,Femenino,2026-03-06,27.61,Quetzaltenango,Food,False
555241,Pablo Perez,Masculino,2026-03-01,189.25,Mixco,Food,False
509347,Mario Lopez,Femenino,2026-01-22,408.24,Mixco,Education,False
542983,Ana Diaz,Femenino,2026-02-12,112.47,Quetzaltenango,Services,False
527129,Pablo Perez,Masculino,2026-02-23,434.46,Quetzaltenango,Education,False
573961,Diego Ramirez,Masculino,2026-02-18,93.65,Antigua,Retail,False
543156,Oscar Rojas,Masculino,2026-01-06,28.16,Villa Nueva,Education,False
548303,Rene Soto,Masculino,2026-01-09,211.12,Amatitlan,Services,False
590039,Jorge Castillo,Masculino,2026-01-16,244.52,Escuintla,Education,False
596809,Monica Lopez,Femenino,2026-02-08,71.38,Antigua,Retail,False
545688,Luis Garcia,Masculino,2026-01-21,219.47,Guatemala,Food,False
543113,Luis Garcia,Masculino,2026-01-27,305.67,Quetzaltenango,Services,False
538850,Pablo Perez,Masculino,2026-03-16,256.9,Amatitlan,Education,False
508661,Rene Soto,Masculino,2026-01-25,213.23,Mixco,Retail,False
571112,Pablo Perez,Femenino,2026-02-15,397.41,Escuintla,Retail,False
569283,Carlos Mendez,Masculino,2026-03-18,314.02,Escuintla,Retail,False
532812,Ana Diaz,Femenino,2026-02-19,7924.81,Escuintla,Food,False
534561,Monica Lopez,Femenino,2026-01-11,176.47,Mixco,Services,False
583818,Isabel Ramirez,Femenino,2026-03-17,292.54,Amatitlan,Education,False
535276,Ana Mejia,Femenino,2026-01-08,348.33,Guatemala,Food,False
533162,Isabel Ramirez,Femenino,2026-03-11,127.97,Antigua,Retail,False
540075,Isabel Ramirez,Femenino,2026-01-24,418.85,Antigua,Retail,False
592138,Julio Morales,Masculino,2026-01-23,212.58,Mixco,Education,False
561496,Isabel Ramirez,Femenino,2026-03-20,221.9,Villa Nueva,Education,True
553248,Patricia Soto,Femenino,2026-01-08,427.91,Mixco,Food,False
588723,Luis Garcia,Masculino,2026-01-01,108.09,Antigua,Food,False
568565,Julio Morales,Femenino,2026-01-21,129.7,Mixco,Food,False
500555,Monica Lopez,Femenino,2026-03-17,380.03,Quetzaltenango,Services,False
531218,Paola Morales,Masculino,2026-02-15,375.71,Mixco,Food,False
520632,Rene Soto,Masculino,2026-01-15,299.44,Villa Nueva,Food,False
519749,Oscar Rojas,Masculino,2026-01-18,30.26,Amatitlan,Food,False
573364,Jorge Castillo,Masculino,2026-03-12,395.09,Guatemala,Education,False
500161,Paola Herrera,Femenino,2026-02-09,434.43,Quetzaltenango,Services,False
537379,Julio Morales,Femenino,2026-01-15,439.64,Guatemala,Food,False
568611,Rene Soto,Masculino,2026-01-06,259.75,Amatitlan,Retail,False
597233,Carlos Mendez,No Especificado,2026-01-17,156.03,Antigua,Education,False
515053,Oscar Rojas,Masculino,2026-03-15,140.31,Amatitlan,Food,False
579536,Oscar Rojas,Masculino,2026-01-02,238.46,Amatitlan,Food,False
577378,Pedro Herrera,Femenino,2026-03-09,374.69,Escuintla,Education,False
596750,Oscar Rojas,No Especificado,2026-01-10,395.27,Guatemala,Food,False
553438,Ana Mejia,Femenino,2026-02-11,173.19,Villa Nueva,Retail,False
558827,Paola Morales,Femenino,2026-02-14,428.17,Quetzaltenango,Food,False
573948,Ana Diaz,Femenino,2026-03-07,20.98,Quetzaltenango,Education,False
501389,Patricia Soto,Femenino,2026-02-25,108.82,Escuintla,Education,False
573324,Ana Diaz,Femenino,2026-01-07,63.24,Amatitlan,Education,False
551646,Patricia Soto,Masculino,2026-02-20,373.61,Escuintla,Retail,False
577558,Ana Diaz,Femenino,2026-02-19,79.03,Escuintla,Food,False
501332,Oscar Rojas,Masculino,2026-01-03,400.29,Guatemala,Services,False
580766,Carlos Mendez,Masculino,2026-01-20,333.62,Mixco,Services,False
574585,Isabel Ramirez,Femenino,2026-02-22,306.84,Antigua,Retail,False
570781,Mario Lopez,Masculino,2026-03-19,267.76,Quetzaltenango,Education,False
554921,Julio Morales,Masculino,2026-01-12,144.77,Amatitlan,Education,False
542002,Lucia Perez,Femenino,2026-03-24,244.26,Villa Nueva,Food,True
534094,Oscar Rojas,Masculino,2026-03-26,425.94,Villa Nueva,Food,False
521319,Ana Diaz,Femenino,2026-03-05,384.68,Quetzaltenango,Services,False
577654,Diego Ramirez,Femenino,2026-03-04,244.26,Escuintla,Food,True
508529,Lucia Perez,Femenino,2026-02-11,224.49,Villa Nueva,Retail,False
531652,Jorge Castillo,Masculino,2026-03-14,399.19,Amatitlan,Education,False
521226,Ana Diaz,Femenino,2026-03-04,371.57,Amatitlan,Services,False
515056,Diego Ramirez,Femenino,2026-03-23,188.5,Escuintla,Food,False
577167,Pablo Perez,Masculino,2026-01-16,68.4,Escuintla,Services,False
509478,Paola Morales,Femenino,2026-03-15,240.7,Antigua,Retail,False
538344,Paola Morales,Masculino,2026-03-01,70.2,Amatitlan,Food,False
539590,Ana Diaz,Masculino,2026-01-17,120.45,Villa Nueva,Retail,False
536389,Patricia Soto,Femenino,2026-03-18,139.73,Quetzaltenango,Food,False
532699,Jorge Castillo,Masculino,2026-03-10,108.83,Amatitlan,Food,False
586605,Pablo Perez,Masculino,2026-02-09,20.73,Amatitlan,Food,False
511074,Patricia Soto,Femenino,2026-02-15,193.32,Antigua,Food,False
501047,Maria Paz,Femenino,2026-03-19,434.97,Escuintla,Food,False
514349,Ana Soto,Femenino,2026-03-26,43.11,Antigua,Food,False
556170,Pablo Perez,No Especificado,2026-03-08,173.56,Mixco,Retail,False
582064,Paola Morales,Masculino,2026-02-28,47.02,Antigua,Education,False
512814,Carlos Mendez,Masculino,2026-01-17,132.98,Amatitlan,Education,False
585115,Mario Lopez,Masculino,2026-02-04,368.8,Mixco,Education,False
585370,Mario Lopez,Masculino,2026-01-11,377.7,Antigua,Education,False
578475,Oscar Rojas,Masculino,2026-01-18,399.85,Guatemala,Retail,False
592521,Diego Ramirez,Masculino,2026-02-11,418.75,Villa Nueva,Education,False
573289,Ana Diaz,Femenino,2026-01-21,313.85,Mixco,Retail,False
587139,Paola Morales,Femenino,2026-03-05,448.86,Amatitlan,Retail,False
594421,Pablo Perez,Masculino,2026-01-28,251.9,Antigua,Retail,True
525666,Luis Garcia,Masculino,2026-01-08,374.23,Guatemala,Services,False
563257,Luis Garcia,Masculino,2026-03-04,249.47,Villa Nueva,Food,False
577219,Mario Lopez,Femenino,2026-02-18,137.47,Antigua,Services,False
599687,Diego Ramirez,No Especificado,2026-03-09,37.64,Quetzaltenango,Education,False
