id_cliente,nombre,genero,fecha_registro,gasto_q,ciudad,categoria
534643,Maria Paz, f ,2026-02-14,"240,08", Escuintla,Retail
525850,Ana Soto,F,2026-02-09,148.90,Amatitlan ,RETAIL
549592,Lucia Perez,m,2026-01-21,93.35,VILLA NUEVA ,Services
539955, Lucia Perez, m ,2026-01-23,373.48,Mixco ,Education
506537,Oscar Rojas,m,11/03/2026,"225,35",antigua,Food
577386,Paola Herrera, f ,2026-01-02,"150,62",  MIXCO,Food
535033,Isabel Ramirez, F ,2026-01-05,303.71, Escuintla,Food
599296,Paola  Herrera,f,2026-03-01,"390,73",Mixco,Services
518461,Ana  Diaz,F,2026-02-02,,guatemala,Education
556565,Pedro Herrera, f ,2026-01-02,370.24,Quetzaltenango,FOOD
514579,Isabel Ramirez,f,2026-03-18,377.03,Villa Nueva,education
563936,Patricia Soto, F ,2026-03-13,448.49,Quetzaltenango,Food
505712,DIEGO RAMIREZ, m ,2026-01-09,"39,42",Escuintla,Services
506633,Oscar Rojas,m,2026-02-20,,Quetzaltenango ,Food
579986,Lucia Perez , f ,2026-02-03,"245,80",Amatitlan,Services
529166,Ana Mejia,m,2026-03-01,"130,63",Mixco,RETAIL
573463,Carlos Mendez, f ,2026-02-25,"315,31", escuintla,Education
520653,  PAOLA MORALES,f,2026-02-22,331.41,MIXCO,RETAIL
563042, Maria Paz ,f,2026-02-27,"358,69",Amatitlan ,EDUCATION
515323,Julio Morales,M,2026-01-28,"152,64",Antigua ,Retail
544964, Pablo Perez ,f,2026-02-25,"312,03",Amatitlan,Services
598574,Ana Diaz,f,2026-03-18,279.32,Mixco,Services
520381,lucia perez,f,2026-01-24,"133,04",Escuintla,Food
545343,Mario Lopez ,m,2026-02-03,"144,19",Antigua,food
511589,Patricia Soto, f ,2026-01-18,"114,90",antigua,food
563300, Lucia Perez,m,2026-03-07,113.69,Amatitlan,Food
533192, Oscar Rojas ,f,07/02/2026,105.21,Amatitlan,Education
502729,Rene Soto,f,02/03/2026,372.73,Amatitlan,Food
512816,Ana Diaz, f ,2026-01-01,"74,99",mixco ,Retail
536042,Jorge Castillo,m,2026-03-06,"6693,04",ESCUINTLA,Retail
536777,Patricia Soto,M,2026-02-23,"223,66",Escuintla,Food
563932,Ana Mejia, F ,17/03/2026,445.83,QUETZALTENANGO,Services
538854,MARIA PAZ,f,2026-01-14,"315,77",Antigua,Services
563648,Pablo Perez ,m,2026-03-25,,Escuintla,Retail
521994,Ana Soto,F,19/03/2026,"76,89",GUATEMALA,Education
534377, Oscar Rojas, m ,2026-03-18,"40,87",quetzaltenango,Retail
593632,Ana Diaz ,f,15/02/2026,"421,73",Quetzaltenango ,Retail
548375, jorge castillo, f ,2026-01-27,142.30,Antigua,Retail
549897,jorge castillo ,M,2026-03-01,231.07,Antigua,Services
507327,pedro herrera,m,19/03/2026,"424,51",Mixco,Retail
547964,Oscar Rojas,m,03/01/2026,"182,09",Amatitlan,Retail
568201,LUCIA PEREZ, F ,2026-02-04,442.69,QUETZALTENANGO ,Services
570196, PABLO PEREZ,m,01/01/2026,305.77,Amatitlan,Education
507902,JORGE CASTILLO,f,16/02/2026,"175,47",Guatemala,Food
584345,Lucia Perez,f,2026-02-01,"257,30",Villa Nueva,Education
537111,Luis Garcia,,08/02/2026,228.20,Mixco,food
530756,Julio Morales,m,2026-03-19,412.94,Mixco,Education
506229,Maria Paz ,,25/02/2026,47.59, Villa Nueva,Retail
594036,pedro herrera,M,2026-02-20,"189,01", Escuintla,RETAIL
540023,Lucia Perez,f,2026-02-12,"243,85",Mixco,Food
509549,Rene Soto,M,2026-03-05,"261,12",Guatemala,Services
583842,Rene Soto,m,2026-01-16,177.32, Mixco,Education
568790,  Maria Paz , f ,06/03/2026,358.25,Amatitlan,Services
518006,Ana Mejia, F ,2026-03-22,55.13,villa nueva,Food
523025,Maria Paz, m ,2026-02-18,"8322,62",Antigua,Retail
544950,Ana Diaz,m,28/03/2026,"415,47", mixco,Retail
505108,Ana Soto,F,2026-02-20,270.84,Antigua,food
599748,Ana Mejia,f,21/02/2026,443.59,Escuintla,Education
586731,Jorge Castillo,f,2026-02-23,152.86,Escuintla,Retail
599853,Julio Morales ,m,2026-01-05,221.90,Mixco,Education
505994,Luis Garcia , M ,28/02/2026,194.24,Guatemala,Services
565666, Paola Herrera,F,2026-01-23,213.69, Amatitlan,food
515270,Rene  Soto, M ,08/02/2026,"312,50",Antigua,Education
598384,Carlos Mendez,M,2026-03-24,"169,08",MIXCO,Food
508321, Ana Soto, F ,2026-02-13,"184,03",Mixco,Food
529250, Pedro Herrera,m,16/03/2026,229.02,Villa Nueva,Retail
566213,Pablo Perez ,F,15/03/2026,156.85,Villa Nueva,Education
541537, Ana Diaz ,F,21/01/2026,166.29,Amatitlan ,Retail
581878,Maria Paz,F,14/02/2026,"173,30", AMATITLAN ,Food
564919,Ana Diaz,F,24/02/2026,"315,21",Quetzaltenango,Education
561087,Carlos Mendez,f,2026-02-24,379.54,Mixco,food
561293,Isabel Ramirez, F ,2026-02-13,"5601,06",Villa Nueva,Education
580350,Julio Morales , M ,2026-02-14,"392,01",escuintla,Services
512017,Paola Morales , M ,2026-01-18,,escuintla,Education
582840,OSCAR ROJAS,m,2026-03-20,"353,40",AMATITLAN,Services
580659,Ana Diaz,m,2026-03-24,27.20,Quetzaltenango ,services
513043, jorge castillo,M,2026-02-27,"246,30", Amatitlan,Services
519660,Rene  Soto,M,2026-01-15,43.76,Antigua,Food
567419,Ana Diaz, F ,2026-03-02,"35,35",Escuintla,Services
557352,Rene Soto, m ,2026-02-08,161.88,Amatitlan,Services
535611,Rene Soto,M,23/03/2026,"446,90",Quetzaltenango,Food
596721,Paola Herrera, F ,2026-01-10,440.16,Antigua,Food
585510,Julio Morales,M,2026-03-26,"144,59", Guatemala,Food
562606,Monica Lopez , f ,2026-01-16,426.54,Antigua,Education
596107,Maria Paz ,f,06/03/2026,"27,61",Quetzaltenango,FOOD
555241,Pablo Perez,M,2026-03-01,189.25,Mixco,Food
509347,Mario Lopez,f,2026-01-22,"408,24",Mixco,Education
542983,Ana Diaz,f,2026-02-12,112.47,QUETZALTENANGO,Services
527129, Pablo Perez, m ,2026-02-23,434.46,Quetzaltenango,EDUCATION
573961,Diego Ramirez,M,2026-02-18,"93,65",ANTIGUA,Retail
543156,OSCAR ROJAS,m,06/01/2026,"28,16",Villa Nueva,Education
548303,RENE SOTO,m,09/01/2026,"211,12", Amatitlan,Services
590039, JORGE CASTILLO,m,16/01/2026,"244,52",Escuintla,Education
596809,Monica Lopez, f ,2026-02-08,71.38,antigua,RETAIL
545688,Luis  Garcia, M ,2026-01-21,219.47,Guatemala,Food
543113,Luis  Garcia ,M,2026-01-27,305.67,Quetzaltenango,Services
538850,Pablo Perez, m ,2026-03-16,"256,90",AMATITLAN,Education
508661,Rene Soto, M ,2026-01-25,"213,23",Mixco ,RETAIL
571112,pablo perez,f,2026-02-15,"397,41",Escuintla,Retail
569283,Carlos Mendez , M ,2026-03-18,"314,02",Escuintla,RETAIL
532812,Ana Diaz,F,2026-02-19,7924.81,escuintla,Food
534561,monica lopez,f,2026-01-11,"176,47",Mixco,Services
583818,Isabel Ramirez,F,2026-03-17,"292,54",amatitlan,education
535276,Ana Mejia,f,2026-01-08,348.33,Guatemala,food
533162,Isabel Ramirez, f ,2026-03-11,"127,97", Antigua,RETAIL
540075,Isabel Ramirez,f,2026-01-24,418.85,antigua,retail
592138,Julio Morales,m,2026-01-23,"212,58",MIXCO,Education
561496,isabel ramirez,f,2026-03-20,,VILLA NUEVA,education
553248,Patricia Soto, F ,2026-01-08,"427,91",mixco ,Food
588723,  Luis Garcia, m ,2026-01-01,108.09, antigua,food
568565,Julio Morales,f,21/01/2026,"129,70",Mixco,Food
500555,Monica Lopez,F,17/03/2026,380.03,QUETZALTENANGO,services
531218,PAOLA MORALES, m ,2026-02-15,"375,71",Mixco,FOOD
520632, Rene Soto,M,2026-01-15,299.44,VILLA NUEVA,Food
519749,Oscar Rojas ,M,18/01/2026,"30,26",Amatitlan ,Food
573364,Jorge Castillo,m,2026-03-12,"395,09",Guatemala,Education
500161,Paola Herrera,F,2026-02-09,"434,43",Quetzaltenango,Services
537379,Julio Morales , F ,2026-01-15,"439,64",Guatemala ,Food
568611, Rene Soto,M,2026-01-06,"259,75",Amatitlan,Retail
597233,Carlos  Mendez,,17/01/2026,"156,03",Antigua,Education
515053,Oscar Rojas,M,2026-03-15,"140,31",Amatitlan,Food
579536,Oscar Rojas,M,2026-01-02,238.46,Amatitlan,Food
577378,PEDRO  HERRERA,f,2026-03-09,"374,69",Escuintla,Education
596750,Oscar Rojas,,2026-01-10,"395,27",Guatemala,Food
553438,Ana Mejia, f ,2026-02-11,173.19,Villa Nueva,Retail
558827,Paola Morales,f,2026-02-14,"428,17",Quetzaltenango,Food
573948, Ana Diaz,f,2026-03-07,20.98, quetzaltenango ,Education
501389,Patricia Soto,F,2026-02-25,108.82,Escuintla,Education
573324,Ana Diaz,f,2026-01-07,"63,24",Amatitlan,education
551646,Patricia Soto,M,2026-02-20,373.61,Escuintla,Retail
577558,Ana Diaz,f,2026-02-19,79.03,Escuintla,Food
501332,  Oscar Rojas, m ,03/01/2026,400.29,Guatemala,Services
580766,Carlos Mendez,m,2026-01-20,333.62, Mixco ,Services
574585,Isabel Ramirez ,F,2026-02-22,"306,84",Antigua,RETAIL
570781, Mario Lopez,M,2026-03-19,267.76,quetzaltenango  ,Education
554921,julio morales,M,2026-01-12,144.77,Amatitlan,Education
542002,Lucia Perez,f,2026-03-24,,Villa Nueva ,Food
534094,Oscar Rojas,m,2026-03-26,425.94, Villa Nueva ,Food
521319,Ana Diaz, f ,2026-03-05,384.68,quetzaltenango,Services
577654,diego  ramirez, f ,2026-03-04,,ESCUINTLA,Food
508529,Lucia Perez,f,2026-02-11,224.49,VILLA NUEVA,Retail
531652,Jorge Castillo,m,2026-03-14,"399,19",Amatitlan,Education
521226,ana diaz,f,2026-03-04,"371,57",Amatitlan,Services
515056,Diego Ramirez , f ,2026-03-23,188.50,Escuintla,Food
577167,Pablo  Perez,m,2026-01-16,"68,40",escuintla,Services
509478,Paola Morales,f,15/03/2026,"240,70",antigua,Retail
538344,Paola Morales,M,2026-03-01,70.20,Amatitlan,Food
539590, Ana Diaz ,m,2026-01-17,"120,45",villa nueva,Retail
536389, Patricia Soto ,f,18/03/2026,139.73,QUETZALTENANGO,Food
532699,Jorge Castillo , M ,2026-03-10,108.83,Amatitlan,Food
586605,Pablo Perez,M,09/02/2026,20.73,AMATITLAN,food
511074,PATRICIA SOTO,F,2026-02-15,"193,32", ANTIGUA,food
501047,maria paz,F,2026-03-19,434.97,Escuintla,food
514349,Ana Soto,F,26/03/2026,"43,11", Antigua,Food
556170,pablo perez,,08/03/2026,"173,56",MIXCO ,Retail
582064,Paola Morales,m,2026-02-28,"47,02",  Antigua ,EDUCATION
512814,CARLOS MENDEZ ,m,2026-01-17,"132,98",Amatitlan,Education
585115,Mario Lopez, m ,04/02/2026,"368,80",Mixco ,Education
585370,Mario Lopez ,M,2026-01-11,"377,70",antigua,Education
578475, Oscar Rojas,m,2026-01-18,399.85,Guatemala,Retail
592521,Diego Ramirez,M,2026-02-11,418.75,Villa Nueva,Education
573289,Ana Diaz,F,2026-01-21,"313,85", Mixco,RETAIL
587139,paola morales, F ,05/03/2026,"448,86",Amatitlan,Retail
594421,pablo perez,M,2026-01-28,,Antigua,Retail
525666,LUIS GARCIA , m ,2026-01-08,"374,23",Guatemala ,Services
563257,Luis  Garcia,m,2026-03-04,249.47,VILLA NUEVA ,Food
577219,Mario Lopez ,f,18/02/2026,137.47,Antigua,Services
599687, Diego Ramirez,,2026-03-09,"37,64", quetzaltenango,EDUCATION
506964,Ana Diaz ,F,08/02/2026,110.77,Guatemala,Retail
575296,Patricia Soto,F,25/01/2026,306.54, Guatemala ,Services
554295,Oscar Rojas, F ,2026-02-15,67.67,Quetzaltenango,Retail
561144,julio morales,f,04/01/2026,"376,52",Guatemala,Services
514702,Ana Mejia,F,2026-01-10,181.75,ANTIGUA ,Retail
518532, Luis Garcia,m,2026-01-06,287.61,Mixco,food
516166,Ana  Diaz,f,2026-02-24,31.38,Escuintla,Education
559461,Ana Diaz, F ,2026-02-23,263.72,Villa Nueva,Services
560897,Oscar Rojas , m ,2026-01-13,212.17,QUETZALTENANGO,retail
562572,Patricia Soto,f,2026-02-01,356.79,Quetzaltenango,Retail
573344,Rene Soto,M,2026-03-25,"113,76",ANTIGUA ,Food
524055,pablo perez , f ,10/01/2026,300.11,amatitlan ,Services
581826,Rene Soto,f,2026-02-18,125.09,Guatemala ,Education
528729,Ana Soto, f ,2026-03-13,141.89,Antigua,retail
566164,Maria Paz,F,02/03/2026,341.38,Guatemala,Retail
506968,Paola Morales,M,2026-01-05,59.26, Mixco,Retail
528148, LUIS GARCIA, M ,2026-03-05,"387,98",Villa Nueva,Education
509777,Monica Lopez,f,2026-01-04,95.96,Guatemala,Food
570637,Paola Herrera,f,27/03/2026,100.67,Mixco ,Education
511677,ANA SOTO,F,2026-03-08,358.77,Quetzaltenango,Food
548952,Diego Ramirez, m ,11/03/2026,76.26,Amatitlan ,Education
538191,Ana Mejia, f ,2026-03-23,"349,90",Escuintla ,Food
509790,Maria Paz, M ,2026-03-23,215.98,Amatitlan,food
565264,Maria  Paz, F ,2026-02-08,389.13,Quetzaltenango,education
581946,  Julio Morales,m,2026-01-26,198.78,MIXCO,Services
529618,rene soto, m ,2026-01-20,175.86,Mixco,Retail
546621,Lucia Perez ,m,2026-01-24,346.44,Escuintla ,Services
529513,LUCIA PEREZ, f ,07/01/2026,81.69,Antigua ,Retail
530932,Maria Paz ,f,02/01/2026,20.62,Villa Nueva,Retail
520732,Isabel Ramirez, m ,2026-03-25,"94,00",Antigua,Education
503991,Luis Garcia,m,2026-01-12,248.53, Quetzaltenango,Retail
587143,Oscar Rojas ,m,12/02/2026,"341,35",Guatemala ,Services
585095,DIEGO RAMIREZ, m ,2026-02-24,261.44,Amatitlan,Retail
519062,Mario  Lopez, m ,16/01/2026,"39,61",Mixco ,Education
566394, Monica Lopez, f ,2026-01-16,189.94,Mixco,Retail
511733,Luis Garcia,m,2026-01-16,"74,67",amatitlan,Education
547134, Carlos Mendez , m ,26/01/2026,401.57,Antigua,Education
547791,OSCAR ROJAS, m ,2026-02-02,33.80,Mixco ,Education
507188,Monica Lopez , F ,2026-01-18,"67,57",Quetzaltenango,Education
